gene,logFC,logCPM,PValue,FDR
AL355803.1,-0.2836186551,-2.8379256336,0.0077845281,0.0104982264
AL606807.1,1.8014691953,-1.7283696359,5.03505014170078E-31,3.38488041472534E-30
CBX1P3,1.2924076616,-3.2544321127,1.49449552401505E-07,2.91909450963538E-07
HOXD-AS2,-0.9009073115,-0.1834364158,2.55349628036825E-16,8.42659980876205E-16
HLA-DPA3,1.502352249,-2.8663456257,1.85748142428723E-11,4.66320084562111E-11
PITRM1-AS1,-0.1758631066,-0.6130467351,0.049347,0.0610089567
AC069257.2,0.371568239,-2.7417472459,0.0024539864,0.0034659685
LINC01522,5.750360385,0.1840134413,4.8171771619158E-35,3.82136444293882E-34
FOXD2-AS1,0.9452437218,1.4708598486,1.3967502450361E-17,4.92290082468839E-17
BX293535.1,1.1224516919,-2.7513363161,5.85175364989006E-09,1.25316901688163E-08
RPSAP11,0.0655219016,-2.8520038435,0.6067653954,0.6395858123
CAMTA1-DT,0.4628164224,-1.8910281069,4.03573090003742E-05,6.62077421964197E-05
ASS1P12,0.6057375673,-0.9161603797,3.99350624828641E-10,9.23168871804334E-10
CECR7,-1.0418514393,2.5532249171,9.73741154986955E-15,2.95243799768523E-14
AC008554.1,0.3098990407,3.641767575,0.0068951639,0.009342923
RGL2,0.6854475966,6.8583928401,6.12035057550822E-21,2.54612681260089E-20
HNRNPA1P57,5.8439422519,1.8835151132,6.70388654832153E-28,3.89770195418155E-27
CDK2AP2P2,1.093568002,-1.7863241909,7.52281759629808E-11,1.8166925226324E-10
LINC01351,3.0599872299,-1.6037697919,2.01205859040422E-10,4.73427602453957E-10
AL359710.1,-0.8122053821,-2.8987727401,2.66104433639071E-11,6.61750728798664E-11
LINC01637,0.7809868416,-0.3321771102,1.40562208074155E-11,3.55809558036274E-11
AL117350.1,0.4470447178,-3.2092353939,0.001865835,0.0026655066
LINC01684,-0.3620848943,-1.4021354777,0.000265884,0.0004097467
VN1R48P,2.911592932,-1.8245940425,1.6136125796692E-23,7.64452479715534E-23
C10orf143,-0.3303955259,0.8736285406,0.00001288,2.19085968626602E-05
AL669831.5,0.4354924704,-0.1113446603,2.34004141785752E-05,3.90308843804364E-05
AC034102.1,0.3455124127,-1.0457198165,0.0001697278,0.0002656192
AL357060.1,-0.2217213282,0.3662483793,0.011652613,0.0154205543
PKN2-AS1,-0.3086121104,-2.3619971283,0.0163343666,0.0212790438
RPSAP15,0.2046039354,-2.1209739206,0.0606592182,0.0742432558
GPAT2P1,-0.2826860946,-2.5936449202,0.2169487154,0.2469303911
UNC5B-AS1,1.9770749067,-1.3598312494,1.22861336955437E-28,7.37022253894338E-28
AC007384.1,-0.5310406179,-1.5901823895,0.0005846241,0.0008744397
SHISA9,2.1819277635,3.1037781087,5.86959086483886E-19,2.22101914715522E-18
DGCR5,1.0881280661,0.980066658,3.22053781817757E-09,0.000000007
NONOP2,0.4868650287,0.4019144,4.1129726900666E-07,7.7990190447435E-07
LINC00857,-0.1692421402,-0.1158478823,0.2481389991,0.2799310672
AL137847.2,-0.170839714,-2.9104155821,0.2199153087,0.2501108051
AL672277.1,-1.3278961985,-3.5973179818,9.21387922294754E-14,2.64761263243499E-13
AL672277.1,-1.3278961985,-3.5973179818,9.21387922294754E-14,2.64761263243499E-13
HLA-DQA2,1.1631146764,4.8153736665,2.07653316947733E-10,4.8813274522542E-10
RPL9P9,-0.5190997649,6.6099956942,4.63015164327445E-06,8.13475480605322E-06
AL031681.1,2.6767693762,-3.3533539487,5.16465226663988E-17,1.76396137934331E-16
LINC01497,-3.1303639691,-2.9302715004,7.16974351988667E-34,5.44114782194139E-33
LINC01856,1.0693070549,-2.4617287679,0.000682796,0.0010153968
PYY2,1.2806732292,-1.1017660823,6.3060733736025E-19,2.38087159665944E-18
AL590666.3,1.743030174,-2.4602802668,8.19015715746842E-22,3.56927285594217E-21
AP000251.1,2.6218325073,-0.4783494544,2.22958416404798E-51,3.08168491432008E-50
LINC01275,0.1261431761,-3.0272224371,0.4313671069,0.4676474234
AL138828.1,1.5029856013,-2.6598103417,0.000000328,6.25947440629351E-07
AL591846.2,1.294202471,-2.6374610518,9.1924471330781E-20,3.60500100945591E-19
AC073257.2,-0.5892342071,-0.7398643427,4.55430730961359E-05,0.000074387
OXCT2P1,0.0135814366,-2.4932056177,0.9148784161,0.9252054347
FRY-AS1,1.4090340096,-2.6744765472,2.64479183953595E-12,6.99148108638065E-12
LINC02245,1.4107404287,-3.3034339497,3.19756013708632E-10,7.42904548796177E-10
AC004522.2,0.1565210538,-2.3117287642,0.2349143742,0.2659626143
AC073476.1,-0.3237114902,-2.2832358344,0.0031672551,0.0044250287
KIFC1,3.2324282612,5.1085226873,2.2974896690163E-110,1.15709934239548E-108
C2orf74,-0.6221068802,1.2850618555,1.93610977537633E-11,4.85520886488368E-11
LINC01115,0.638261507,-2.1259504799,0.0963052891,0.1148437611
RPS15AP38,0.1392669046,-2.8613983699,0.1863459793,0.2142000319
AL671277.2,-0.1224512617,-1.0612980005,0.1823224719,0.209814991
KRR1P1,0.2127597495,-1.8072798046,0.1788135126,0.2060302043
RPL30P4,0.4742258722,-3.2467825112,0.0008143828,0.0012017414
AL139039.3,-0.0514356617,-2.881978399,0.7858588207,0.8078510829
AL109615.3,-0.2168586346,2.5295793846,0.3141482142,0.3487024625
IRGM,0.0453975631,-3.2482207814,0.7791402209,0.8018199184
TRBV3-1,0.9454786044,-1.7072802353,4.43086038494791E-07,8.38422807819573E-07
AC008937.2,1.1849909211,-2.5837906896,2.32445376318374E-05,0.000038778
EEF1A1P28,0.1040163164,-2.7823244181,0.5321758778,0.567506536
AC009095.1,-0.1988128026,-2.1536376356,0.0578378061,0.0709569795
Z95152.1,-0.1424330458,-2.4926252451,0.4046302632,0.4405443839
AC002075.2,0.0927826223,-2.4542320586,0.3853373595,0.4211437298
AC010980.1,0.223623408,-1.5320482484,0.2883092104,0.3218638685
DCTN1-AS1,0.8626667513,-2.5829323779,2.66434479931675E-08,5.46353708432185E-08
AL365259.1,-0.5363111029,-2.0906397144,0.0049270142,0.0067655534
UQCRBP1,0.8207951494,-2.3531758935,5.28263578166288E-11,1.28808435218738E-10
AL034379.1,0.0613123281,-2.2175271997,0.5443447344,0.579504379
LINC01143,1.0263233661,-2.0996552907,7.34685532028165E-05,0.0001181713
AC079922.2,0.8443224183,0.5968342215,7.02439336215711E-24,3.38933846798999E-23
EEF1A1P30,-0.2460066792,-2.3708368631,0.0426910136,0.0531649809
BANF1P3,0.9204304994,-2.1543715645,3.41311615895845E-12,8.96492029521877E-12
FAM200B,-0.3756192077,4.2774051755,4.13957745991276E-16,1.34950125767734E-15
GGTA2P,0.2309875049,-2.8660181869,0.0947892144,0.1131302711
LINC02631,0.5663859404,-3.2476902131,0.0002921094,0.0004487861
AC073332.1,-0.5457298015,-1.5778446761,2.97882238409173E-07,5.70342167009127E-07
AC126615.1,0.0161789626,-2.4936228698,0.8639690989,0.8790923632
AL356356.1,-0.952721851,-0.9458576357,1.00659772962882E-14,3.04967655898482E-14
AL162615.1,0.6616807424,-2.9728681553,1.16049566730522E-06,2.13043993945138E-06
MACORIS,0.0928413922,-2.1252521718,0.3829970075,0.4187545016
HNRNPA1P39,0.3269159483,-3.1239286726,0.0018527,0.0026479964
AC022034.1,-0.4172475941,3.0621654537,0.001927802,0.0027512808
AC002066.1,-3.3897465424,-2.9253475477,6.94382139262445E-126,4.58630110764436E-124
AC002454.1,-0.4651617027,-2.9523057031,0.0082990479,0.0111593994
AC083873.1,-0.3480185622,-2.2490482478,7.16924265766994E-06,1.24196720603132E-05
PHKA2-AS1,-0.467918712,-2.3196437894,8.73011199376725E-08,0.000000173
FAM21FP,-0.1627321324,-0.804841968,0.0351413386,0.0441764739
AL773545.3,0.6157748349,-1.347985676,0.0069603894,0.0094270683
LINC00674,-0.0356618694,1.8305027746,0.62068967,0.6531726539
AL513325.1,1.5927830294,-3.2350160949,4.22654457707771E-18,1.53182615606611E-17
AL035425.1,0.4370790865,-1.5130901486,0.2561829612,0.2883465737
LINC00322,1.0926979743,-3.3626578493,4.72229899913631E-09,1.01876761210009E-08
LINC01473,-0.1176651146,-1.0820858912,0.2285064134,0.259302529
LINC00398,-0.5122951113,-2.0207771835,8.07634844056637E-05,0.0001295365
DGUOK-AS1,1.0200706659,0.7064422584,2.27729347986333E-22,1.02080993225209E-21
NALT1,0.5154196523,-0.6147978407,0.0004691063,0.0007071014
RPL23AP32,-1.7395293252,-3.2984735587,1.57498863017314E-29,9.84176181799426E-29
KLF7-IT1,-0.2773838406,-2.0691090444,0.0943960483,0.112710584
AL031289.1,-0.0648088136,-3.2026150175,0.5785129272,0.6121106923
AC004000.1,0.172579095,-2.9634081606,0.2655910058,0.2981199736
SIRPG-AS1,0.8668922214,-3.2281355096,0.0003844958,0.0005843423
AC011753.4,-0.5830903706,-2.4865129622,3.61578807379688E-05,0.000059491
PARP4P1,-0.0695183686,-2.3077994851,0.7196509918,0.7464045323
LINC02570,2.3078458993,-3.2183236206,0.000035197,5.79627567592041E-05
AL078604.2,0.7868750629,-2.7443485877,1.27588415045831E-05,2.1710744780506E-05
NFIA-AS2,-0.7315912478,-1.7706869539,5.04261016082229E-07,9.50866181061975E-07
AC007563.3,0.4231930114,-3.4602422567,0.1485019216,0.1728807429
AL590729.1,0.0940417579,-3.0199176312,0.4818005219,0.517855439
AL450998.3,0.0248663768,-1.5330754453,0.7979170137,0.8190061351
LINC01238,3.2147688012,4.139795134,3.65265576663306E-26,1.95997219689703E-25
PRKCQ-AS1,-0.4330427822,0.6198850088,0.0057250311,0.0078139521
LINC00649,0.0911165631,2.4190011344,0.564366153,0.5986590438
LINC00844,-2.4024346274,-2.4769679431,1.50991269734294E-19,5.8781141663662E-19
AL357079.1,0.3252634728,-1.0677247116,6.56634567692225E-05,0.000105912
TMEM161BP1,1.9471333492,-0.7732089761,8.05703258279419E-09,1.71032379177769E-08
TUBG1P,0.7043720826,-2.9558723809,0.000034098,5.62177520940365E-05
MTCO1P12,0.3287128049,7.0705987143,0.0385668611,0.0482837251
FLG-AS1,-1.3835200659,-0.6503604112,3.6600734763516E-34,2.81144183896549E-33
AL391069.2,0.9875436049,-1.0437360891,6.42902134201288E-20,2.54146225936044E-19
EIF4HP2,0.8122649536,-1.1537902356,2.73223112571207E-15,8.54680181361833E-15
KCNMB2-AS1,2.7637663106,-0.4844372148,1.5534567805022E-13,4.4092573989453E-13
PTENP1,-1.0277438895,0.4140458092,3.91858628985347E-43,4.17316372790751E-42
OR2I1P,1.9669412147,2.0819198686,4.03709645261514E-16,1.3168832047908E-15
LINC01679,-0.0625046093,0.1761536392,0.6192052831,0.6517369088
RPL35P1,-0.1488727738,-0.1942483914,0.0756636472,0.0914214344
AC116347.1,1.4302483603,-0.5174653458,1.94501460851667E-36,1.62010943733641E-35
AL391832.2,0.2473957651,0.2308873061,0.0579659562,0.0710981316
AL627309.1,0.5867311781,-3.4660486289,0.0187142609,0.0242374679
AC104837.2,0.6415575163,-3.5493671578,0.0080575541,0.0108497205
AC093110.1,-2.4950694112,-0.2010206285,2.11906560257182E-136,1.69687772411253E-134
AL109807.1,1.4943387245,-0.9227779595,0.0028969282,0.0040632434
AC138035.1,-0.2281217806,-1.1853839614,0.0088076698,0.011807062
AC244197.2,0.0225899442,-1.2127394396,0.8860197996,0.8988337935
LINC02257,1.9329164493,-1.7592436758,5.26438965639854E-20,2.09111971923609E-19
AC009133.1,1.2390916461,2.5502068024,1.7421464085423E-76,4.49119718958113E-75
ZEB2-AS1,-1.7074035143,-2.1085861323,5.16585810497391E-63,9.88944880942325E-62
AL355574.1,0.3921841056,-0.5621084842,7.36778918265214E-07,1.37310177915883E-06
AL356273.2,-0.2396048507,-3.260128856,0.0454686131,0.0564273096
SPATA3-AS1,1.0753624797,-2.5238228076,9.97837904944352E-07,1.84017036464805E-06
AC009244.1,0.147770334,-1.0478163696,0.4190900837,0.4551375985
LINC01352,-1.7459618466,-1.6241735313,1.35584794079733E-65,2.7673570075853E-64
AC009948.1,0.1042272942,-2.7262854028,0.2538801748,0.2859206449
LRRC37A2,-0.1913769991,2.092128179,0.0169508366,0.0220514405
AL590682.1,-0.0085635638,-2.1363605867,0.9432782406,0.950773471
ABCA17P,1.2637636845,0.3623915076,1.17662773731147E-21,5.0885353763035E-21
LINC01625,-2.9317352708,-2.6827215704,8.33187760528822E-78,2.20876122532377E-76
RPL9P7,-0.2104451086,-1.4176586329,0.0227873403,0.0292267961
GOLGA2P5,0.4029183039,4.0105614615,3.3344845306341E-05,5.50227445557069E-05
AC245100.6,2.2855644461,-2.7561829657,2.73816697561015E-20,1.10413370053347E-19
AC004893.1,0.6353078856,-2.7593060102,0.000496178,0.0007467151
LINC01410,0.89525539,2.0497497057,3.40536649476525E-09,7.41375241534184E-09
AP000844.2,1.9972986245,1.0895960744,7.60213333998733E-10,1.72692478365938E-09
SLC25A24P2,4.2094453045,-0.3758938687,6.45279550566254E-16,2.08607344047535E-15
LINC01589,-2.3798895207,-2.4988304084,8.17654775663262E-90,2.78495063239083E-88
LINC00426,0.4729943895,0.0560420937,0.0012302437,0.0017882835
AL359258.1,2.4884196702,-3.7101746015,2.34487253109062E-13,6.58806765979984E-13
MID1IP1-AS1,0.4823106339,-0.77951164,0.0003249477,0.0004972676
MAP3K20-AS1,0.3607417533,-1.3281364564,0.0026044685,0.0036702955
BRWD1-AS1,1.2428634871,-2.6169771235,1.63930180306538E-13,4.64659984817928E-13
BX284668.5,-0.4189233687,0.7265394086,0.0001872955,0.0002922865
AL731892.1,1.7627516769,-2.069746688,2.12562602863909E-07,4.11131059304857E-07
AC008753.1,0.0638042805,-2.9329564017,0.6025522972,0.6355890677
MLLT10P1,0.197863653,-3.3885694325,0.1709838066,0.197553795
TNFRSF14-AS1,0.3503016508,1.8064869487,0.0023847447,0.0033715057
RPS2P35,0.1043989244,-2.7913694415,0.3499397992,0.3855928636
AL390061.1,4.8292137209,-2.8397703251,1.07608701960484E-10,2.56894364912434E-10
AC078993.1,1.4459136342,2.8180650828,8.7572547866323E-08,1.7354682321355E-07
CD81-AS1,-0.5583482681,-2.1128624366,4.41110189585863E-09,9.53905616704997E-09
AL603839.2,0.2803886188,-1.3963272751,0.0002950011,0.0004530749
PAXBP1-AS1,-0.2343258155,1.0576156115,0.0047263107,0.0065024799
AL357055.3,-1.7880758634,-1.1234915506,4.35416824726048E-74,1.07943608438478E-72
MKRN4P,2.4364674036,-2.8431728627,2.68028497966513E-12,7.08323754458623E-12
TMEM250,0.5896423289,5.4077999674,1.55336498205659E-20,6.32957757473855E-20
OR7E7P,-0.0295043713,-1.0242614435,0.7785499792,0.8012783491
OR2W3,0.8236363945,-1.0152971882,2.02217753337372E-05,3.38747493495607E-05
MYO5BP2,0.0347882562,-3.6080960051,0.9325940175,0.9411320978
AC069549.1,0.0874801138,-2.4093786482,0.6627520688,0.693297405
HMGN2P17,0.48317165,0.8034128115,2.11209541809312E-09,4.66289380445315E-09
AL133477.1,-0.4759136532,-2.600935179,1.89993343070572E-06,3.43722711828973E-06
AL513320.1,0.5317251959,-1.6555638067,2.59384677348624E-05,4.31396670218462E-05
LINC00707,1.8629350538,0.7406267208,1.32084323545743E-05,2.2439208004085E-05
IFNWP19,-0.9292503145,-2.5714678191,3.26088195614718E-07,6.22459050570083E-07
AC108058.1,-0.0591197621,-0.2242880028,0.7080230067,0.7353838591
ALG1L6P,-0.3689084639,-0.0049871557,6.75868355741001E-06,1.17331472692621E-05
BX470102.1,-0.4932221824,-1.7362054324,0.0015141628,0.0021817124
SLC35E1P1,-0.0985185052,-2.5536426262,0.48729106,0.5233838378
AL603839.3,0.1696394165,-0.9894321704,0.0823471811,0.0990779443
AL034417.2,-0.7185068386,-2.027742834,4.61391179535007E-09,0.00000001
AC004969.1,1.4350980786,-2.7496915002,1.39076240693982E-05,2.3587177495182E-05
SNORA13,1.0412597043,-2.3024448677,6.33466510902812E-07,1.18659135419319E-06
RF01241,0.0386821047,-2.5969392655,0.7434748759,0.768500837
SCARNA7,5.3468724763,1.7033901137,1.65347623742741E-23,7.83201290197253E-23
LINC02006,-1.7181487472,-2.6811771485,5.2502147444892E-28,3.06763515828463E-27
SCARNA12,3.1734710051,-0.6399553013,1.11733983739729E-20,4.58176846314E-20
RF01233,0.3195158333,-1.6346175947,0.0011622166,0.0016924806
SCARNA10,6.1722052543,2.0933072288,2.75153767453219E-24,1.35166923114098E-23
RF00019,-0.2831116485,-2.9115378126,0.0544860238,0.0670509816
RNU2-11P,1.0188278761,-3.0084141401,6.48859809009188E-15,1.98646085207662E-14
SNORA59A,0.2102399481,-2.6487348489,0.01181469,0.0156266603
NCK1-DT,0.4461275714,1.7022182499,7.29366901237373E-13,1.99108949124997E-12
RPS20P22,0.8640551484,-0.2841440459,7.63228646220777E-05,0.0001225844
AC008040.1,-0.357687538,-3.109037764,0.0074036827,0.0100079858
AC008026.1,0.1280728434,-1.0334672029,0.2293459325,0.2601899317
AC009220.2,0.1629403978,-3.2863615171,0.1887712629,0.2168500995
TXNDC5,0.1450273821,3.0135458838,0.1195819629,0.1409663003
CLRN1-AS1,2.8584053113,-2.2324484004,8.95596950752742E-26,4.71160364828177E-25
RPSAP4,-0.0016896544,-2.9555505967,0.9598561875,0.9653683104
RPL21P10,-0.3733912336,-2.8845928669,0.0012283286,0.0017855954
CASTOR1,-0.0137674692,1.4864660476,0.8542378685,0.8706266633
AC080162.1,-0.598223068,-2.1077519146,1.06241429757944E-06,1.95567223991941E-06
RNF103,0.4062475749,6.0398204342,1.08321471866915E-11,2.76025032882687E-11
RBM14,0.4151193316,5.7840987378,2.3946008022727E-35,1.92205302715833E-34
AC092916.1,3.8483312587,-2.6847433881,0.0023316817,0.0033011281
ATP6V1B1-AS1,0.2383129402,-3.1685586073,0.2542898073,0.2863463355
LINC01119,-0.7983076353,-0.4447497492,7.1845151148739E-17,2.43545014121337E-16
LLPH-DT,0.4421471946,-2.0288113721,0.0050383148,0.0069100234
AC090686.1,-0.1080353569,-3.1317787125,0.3072986663,0.3416303381
RN7SL477P,0.7307128123,-3.1631210276,1.56258046232097E-05,2.63857982272736E-05
AC073111.1,0.6723325086,-3.4505719118,5.85975144218475E-06,0.000010217
ALKBH6,0.8400564045,1.3533961698,1.35426178015735E-26,7.39247743497915E-26
ASB14,-0.2226350808,0.277157574,0.0022491091,0.003188548
PCDHA13,0.703741091,-1.0620063757,0.0051771984,0.0070922602
CYP4F62P,2.7658355036,-1.0556660513,0.000000046,9.28170761692753E-08
TMED10P2,0.392306797,-1.6300457471,0.0946688804,0.112991621
Z68871.1,0.0077107039,-0.3381010412,0.9547538961,0.9609131419
AP001469.3,0.3400155259,1.0263881536,0.0003659385,0.0005573566
RN7SL535P,-0.1164217371,-3.1445592914,0.4322362714,0.4684961399
ST3GAL6-AS1,-0.9535183496,-1.5201684883,7.65045186296101E-14,2.20700495506843E-13
SIDT1-AS1,1.1214466679,-2.883799053,0.000000133,2.60573250125737E-07
AC007405.3,0.7954227665,1.2447365361,3.16703210175907E-11,7.84346806261762E-11
AC011979.1,-0.5118153353,-2.3243709235,6.42238438197244E-08,1.28353122604008E-07
RN7SL221P,1.2395159867,-2.938862061,1.29686221415558E-13,3.69874150719347E-13
KLHL41,0.8747729253,0.0539738183,5.8468644165655E-08,1.1717036870817E-07
AC073517.1,1.0494930441,-3.2333924518,3.23998413330957E-13,9.04676088076749E-13
RPS15AP16,0.3362135906,-3.0491815051,0.0372585358,0.0467103964
AC091390.3,0.0377860718,-1.9963798507,0.6977249791,0.725826491
RN7SL333P,0.4335072756,-2.2016335439,0.0006243079,0.0009314864
CASTOR3,-0.3936483586,3.2151187487,0.000000029,5.92069389249905E-08
MYLK-AS1,0.4222584986,-0.4623298989,0.000015429,2.60697288595859E-05
RPS14P8,0.2969298431,-1.7613604428,0.1124840129,0.1330207369
HOXB-AS2,0.6101678195,-0.3114492025,0.007172201,0.0097028091
AC004951.2,0.2465230865,-0.5614584803,0.0044197043,0.0060945491
AC092045.1,0.1820023771,-3.1503782722,0.0944771108,0.1127825704
RPL37P2,-0.4552379319,-0.1324652387,2.18318989424017E-05,3.64819162013195E-05
KMT2E-AS1,0.6088828715,1.4210564789,4.95364330211036E-10,1.13833574095562E-09
IGKV2D-30,0.1535925382,-1.4903115211,0.6620722948,0.6926663782
STPG4,0.2035507276,-2.5509472742,0.3623534893,0.3980272658
AC073610.1,0.6213697846,-1.9651453889,0.000000021,4.33962395662468E-08
AC005165.2,-1.2158290603,-3.2317854627,7.50936824537584E-14,2.16768726487636E-13
AC004865.2,0.1686143953,-1.5844491694,0.1122851748,0.1327971662
GUSBP4,-1.0096914599,-1.8948915757,2.2929004076968E-40,2.20485563114904E-39
PSMD6-AS2,-0.4808704672,-0.474582288,1.80616936044468E-05,3.03743485681027E-05
AL157392.3,-0.5747067606,3.817374666,2.75173449382708E-16,9.06206291027901E-16
AL355864.2,0.1487415033,-3.1949134126,0.3053894334,0.3396886523
NME1,2.0022659561,6.133175593,7.73066256202906E-64,1.50327052943296E-62
TNFSF12,-0.7814418382,4.5334393233,3.80391236533209E-34,2.92110339658571E-33
CDRT4,-0.576900578,-0.3396244206,7.81624335999854E-08,1.5539749688774E-07
APOBEC3G,0.1858472261,3.8036980705,0.0845588185,0.1016128237
AC004890.1,-0.0792888637,-2.3145261758,0.4438358826,0.4799764508
AC009120.1,-0.5872510893,-0.6305943112,3.94996127705792E-13,1.09682537670841E-12
AC125618.1,0.5976196557,-3.0949008198,0.0002437643,0.0003769854
WBP1,0.3744136263,3.7227245643,1.04228981171852E-08,0.000000022
MRPS17,0.5119628683,3.8345167404,1.04978085811213E-14,3.17731644267053E-14
RPL21P39,-0.5592870241,-3.2437783651,6.55236483632315E-08,1.30854480870175E-07
AC092902.1,-0.4010341765,-3.2814155226,0.0083318777,0.0111991064
IGKV1D-8,0.0454360024,0.3065702608,0.8652966585,0.8802506893
SUGT1P3,-0.1618631588,-0.6782935483,0.0612607803,0.0749392734
AC063944.1,-0.9489197749,-2.4258408304,3.51907995613591E-15,1.09375938274863E-14
RPS4XP22,-0.4465640992,0.4806637892,0.0015094723,0.0021756469
IGKV1-6,0.3245437501,3.1480270056,0.1729351005,0.1996638414
GET4,0.6173574267,1.9089066069,2.68177721915812E-18,9.81654859644906E-18
RPS27P25,0.6382019174,-3.5923921784,0.0033190868,0.0046283419
PARGP1,-0.3197031498,1.168267127,0.0002601875,0.0004013097
RN7SL608P,0.0424336434,-1.8807541483,0.7077979889,0.735199539
C1orf226,0.0130537046,5.2635035483,0.9340863379,0.9423482878
RN7SL674P,2.6202758842,-1.2425804357,2.96915493505931E-14,8.75808756569816E-14
ADSL,0.2186443204,5.5531723941,5.46584467323617E-05,8.86822300148512E-05
PRKAG2-AS1,-0.1802175808,1.8634879858,0.0935035383,0.1116792964
RPL39P36,0.5079477654,-1.8219833268,7.56925247799721E-11,1.82693098397539E-10
RPS10P16,0.2329148286,-3.068165273,0.0484129541,0.0598978193
IGKV3-20,0.7925873929,6.6653491241,0.0006652239,0.0009906285
ENPP7P2,-1.3167390958,-3.4585706484,6.09405604414521E-19,2.30370763646241E-18
LILRA4,0.8663287859,0.6504002812,2.36740727098391E-07,4.56172897346175E-07
AC091390.4,-0.3562453675,-1.8496962299,9.0005596664679E-05,0.0001438076
IGKV1D-33,0.0952512071,-2.1301701172,0.8280358536,0.8466237771
LILRA2,0.2849830432,1.4206398761,0.007961893,0.0107241018
STIM2-AS1,0.4658985713,-1.2270597913,0.0004819419,0.0007259347
LINC02004,-0.5445586933,-3.034661576,0.0017418358,0.0024957181
TEX35,1.6162171952,-3.4242569807,2.39001219888265E-09,5.25763947737995E-09
LINC00888,-0.6603655674,1.3809373955,5.1926587161298E-14,1.51082436771768E-13
LNCSRLR,-0.5106266049,-2.5847753009,0.0004220578,0.0006387101
AC104563.1,-0.2645516704,-3.2243294143,0.0437318156,0.0543862867
AMY2B,-1.135710122,2.374826013,1.36527889928655E-30,8.98905190396135E-30
AC244205.1,-0.0448335311,-2.3084854717,0.8246716154,0.8437560558
LY6G5B,-0.6093049716,0.7641752437,1.07296070294472E-12,2.90510584900631E-12
AC078785.1,-0.8750063377,-1.9340915055,1.74299209600463E-26,9.46873392798512E-26
PSMB9,1.0371524116,5.2046135372,1.30528797984513E-15,4.15445509448657E-15
AC092969.1,2.232193947,-1.7187642358,6.78238907752576E-09,1.44710157901842E-08
RPSAP12,0.1352484218,-1.6646566177,0.1450244303,0.1691297497
AL132838.1,0.2249952688,-3.0454033179,0.0303472208,0.0384219791
ERICH6-AS1,0.4413079492,0.2519347216,1.72069210572063E-07,3.34910073147575E-07
AL023653.1,0.3368868694,-3.1391476007,0.0160576105,0.020933578
PCDHGC3,-0.8743364895,4.1726732488,1.33827843229607E-20,5.4679268999261E-20
SMKR1,2.066229314,1.7740573461,6.00485468214774E-44,6.5702452721315E-43
AC080013.1,-0.6898550349,0.8020953485,6.53138626982682E-09,1.39497255452965E-08
AC092849.1,-0.1171200282,-2.8014423933,0.3439760125,0.3796224269
CPHL1P,-0.4145722552,3.5096285301,0.0870369957,0.104392095
AL512306.2,-0.3989211764,0.4384792445,0.0005433924,0.0008149235
ZNF542P,-0.0818764403,3.8337793803,0.3353698144,0.3707456165
COX19,0.2083493048,3.5780850772,0.000036359,5.98074496604564E-05
RPS27P29,0.4157688907,-3.228067942,0.0035345921,0.0049139628
BX664727.3,-1.2173378878,-3.0937733707,1.29346538325621E-17,4.56598326318244E-17
FAR2P3,2.5790378475,-0.8118870897,7.35637604790868E-10,1.67249735507981E-09
TCAM1P,3.115770672,0.2813315512,6.44769586151159E-18,2.31275306364421E-17
GHRLOS,0.1522783447,-0.6896134514,0.1025113402,0.1218697049
AL450384.2,0.1464541115,0.6805202873,0.1198876658,0.1413021265
ACAD11,-1.1631074959,-0.5331283816,3.25439700616187E-59,5.63058388331868E-58
RN7SL481P,-0.056961575,-2.5298010071,0.6904696914,0.7191057066
RPS2P5,0.2920392924,5.4400113382,0.0021703078,0.0030814988
PPIL3,0.0424935195,3.8895445781,0.4079820284,0.443962164
AC017002.3,2.36924008,-2.128229931,3.48259730274513E-44,3.84459481009839E-43
RPL23AP7,-0.1723381547,1.703642027,0.004195289,0.0057977558
RPL13P5,0.1183656865,0.8127418537,0.0866447896,0.1039584291
RPS4XP13,-0.0981003927,-2.7222941694,0.3625159225,0.398189578
SEC62-AS1,-0.2120558634,-3.0477320015,0.114742969,0.1355418236
AC010343.1,-0.2162846923,0.4569442745,0.010463616,0.0139203783
IGKV1-17,0.4504263709,3.7509456842,0.0754203693,0.0911558925
RPL9P3,-0.1623398682,-3.4424962649,0.2557393762,0.2878831062
RPL5P23,0.094658049,-1.4520526613,0.3726099579,0.4084835602
AC004801.2,0.2283726848,-1.5285735079,0.0384298297,0.0481188264
AC012358.3,-0.6184189844,-0.2879372018,1.41505426106255E-08,2.95621540486409E-08
KIR3DL2,0.7952594532,-3.1939312144,0.0007635624,0.001129573
SAMMSON,1.2561953791,-3.443471017,1.75061772525738E-06,3.1742882085256E-06
MTATP8P1,1.3116183601,-0.5663791077,1.33007843299205E-06,2.43107387166726E-06
AC020917.1,0.7929771765,-3.0300322866,1.32813981976955E-08,2.78041825768984E-08
LRRFIP1P1,0.6149843275,1.0272573859,2.26102913711275E-09,0.000000005
FOXO3B,-0.1429448434,0.1939325337,0.1187516502,0.1400483229
AC005586.1,0.5299457817,-0.2565095713,7.15151225589625E-10,1.62714736148319E-09
RPS19P3,0.3570011832,-2.0426284698,6.88839189682386E-05,0.000111001
SETP14,0.5710912736,-1.2030658458,4.48789684177862E-13,1.24251348971874E-12
